35.4777197574,91.86079024,70.0,12.0,FALSE,,,
35.48152692119065,91.85661218184434,70.0,4.0,FALSE,,,90.0
35.48152692119065,91.85661218184434,50.0,5,FALSE,,,
35.48242841333993,91.8565994134578,50.0,5,FALSE,,,
35.48241796440016,91.85549725420114,50.0,5,FALSE,,,
35.483319456064756,91.85548447294578,50.0,5,FALSE,,,
35.48329852730313,91.85328013153195,50.0,5,FALSE,,,
35.48780598007905,91.8532160937069,50.0,5,FALSE,,,
35.48779549886914,91.85211386233561,50.0,5,FALSE,,,
35.48418953831341,91.85216514294784,50.0,5,FALSE,,,
35.484179048426746,91.85106296136053,50.0,5,FALSE,,,
35.485982028288376,91.85103729758673,50.0,5,FALSE,,,
35.48599251886923,91.8521395037803,50.0,5,FALSE,,,
35.48597152764306,91.84993509196302,50.0,5,FALSE,,,
35.484168548476276,91.84996078034297,50.0,5,FALSE,,,
35.48415803846203,91.84885859989572,50.0,5,FALSE,,,
35.48866548359761,91.84879431314876,50.0,5,FALSE,,,
35.48867599535073,91.84989655511536,50.0,5,FALSE,,,
35.48687301701794,91.84992224691754,50.0,5,FALSE,,,
35.48688351801071,91.85102446484515,50.0,5,FALSE,,,
35.4886864970384,91.85099879765244,50.0,5,FALSE,,,
35.48874929578891,91.85761226482327,50.0,5,FALSE,,,
35.48784780426683,91.85762502487411,50.0,5,FALSE,,,
35.4878164512238,91.85431832564693,50.0,5,FALSE,,,
35.48421048789524,91.85436950782953,50.0,5,FALSE,,,
35.48422094759038,91.85547169112284,50.0,5,FALSE,,,
35.48692542133354,91.85543334224852,50.0,5,FALSE,,,
35.48602393022478,91.85544612577424,50.0,5,FALSE,,,
35.48603438054757,91.85654833424157,50.0,5,FALSE,,,
35.48693587200211,91.85653556301986,50.0,5,FALSE,,,
35.486946312605774,91.8576377843583,50.0,5,FALSE,,,
35.485143328866876,91.8576633016271,50.0,5,FALSE,,,
35.48513288895408,91.85656110489622,50.0,5,FALSE,,,
35.48423139722164,91.85657387498377,50.0,5,FALSE,,,
35.48332990535027,91.85658664450426,50.0,5,FALSE,,,
35.4833089967157,91.85438230195484,50.0,5,FALSE,,,
35.4824075053972,91.85439509551205,50.0,5,FALSE,,,
35.48239703633102,91.85329293739096,50.0,5,FALSE,,,
35.48149554521996,91.8533057426813,50.0,5,FALSE,,,
35.48152692119065,91.85661218184434,50.0,5.0,FALSE,,,
35.48152692119065,91.85661218184434,70.0,12.0,FALSE,,,0.0
35.4777197574,91.86079024,70.0,4.0,FALSE,,,
35.4777197574,91.86079024,30,4.0,FALSE,,,
